#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu1801	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	86.068	100	1.02e-107	378	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1802	Glabratella_sp._17918	Glabratella_sp._17918	N/A	99.071	100	2.91e-165	570	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1803	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	95.298	99	8.36e-147	508	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1804	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	95.161	96	2.24e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1805	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	93.808	100	2.23e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1806	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	96.104	96	4.29e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1808	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	94.393	100	4.30e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1809	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	89.968	96	1.16e-119	418	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1810	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	90.093	100	3.56e-126	439	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1811	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	94.393	100	4.30e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1812	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	89.783	100	1.51e-124	434	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1814	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	96.904	100	4.93e-156	538	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1815	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.221	99	6.36e-66	240	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1816	Cribrostomoides_sp._17496	Cribrostomoides_sp._17496	N/A	78.457	96	1.52e-67	245	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1817	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.704	99	3.54e-145	503	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1818	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.547	100	2.09e-135	470	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1819	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	94.410	99	1.24e-144	500	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1820	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1821	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	90.402	100	2.92e-127	444	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1822	Micrometula_sp._17554	Micrometula_sp._17554	N/A	88.254	98	8.94e-115	402	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1823	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	92.547	99	1.72e-136	473	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1824	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	90.938	99	2.38e-128	447	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1825	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	96.594	100	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1826	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	93.498	100	7.83e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1827	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.876	100	4.06e-81	290	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1828	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	96.594	100	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1829	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1830	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1832	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	77.329	100	1.02e-69	252	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1833	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	81.846	100	2.87e-89	317	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1834	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	80.247	99	1.16e-81	291	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1835	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	91.304	99	4.63e-131	455	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1836	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	83.282	100	2.56e-96	340	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1837	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	86.025	99	1.02e-107	379	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1838	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	93.189	100	9.53e-140	484	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1839	Amphistegina_lessonii	Amphistegina_lessonii	N/A	99.071	100	2.91e-165	570	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1840	Lobatula_lobatula_17944	Lobatula_lobatula_17944	N/A	89.474	100	1.84e-123	430	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1841	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1842	Discanomalina_coronata_18034	Discanomalina_coronata_18034	N/A	94.044	99	2.24e-141	490	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1843	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	90.402	100	2.92e-127	444	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1844	Cribrorotalia_sp._17611	Cribrorotalia_sp._17611	N/A	91.925	99	8.93e-134	464	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1845	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.987	98	9.47e-140	485	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1846	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	87.781	96	1.97e-110	387	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1847	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1850	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	96.573	100	2.54e-153	530	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1851	Stainforthia_sp._17321	Stainforthia_sp._17321	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1852	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	91.950	100	2.56e-134	466	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1853	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1854	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	96.594	100	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1855	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.478	99	3.33e-139	483	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1856	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.193	99	8.95e-77	276	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1857	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.022	100	6.86e-129	449	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1859	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	88.387	96	1.33e-112	395	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1860	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	98.131	100	2.23e-160	553	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1861	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1862	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1863	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1864	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1865	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	90.683	99	2.40e-128	446	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1866	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.950	100	3.12e-133	462	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1867	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	90.994	99	1.97e-129	451	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1868	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	82.407	99	6.88e-91	323	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1869	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	95.455	96	1.83e-142	493	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1870	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	96.285	100	2.56e-153	529	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1871	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	93.168	99	3.33e-139	482	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1872	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	96.594	100	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1873	Cribrostomoides_sp._17496	Cribrostomoides_sp._17496	N/A	78.457	96	1.52e-67	245	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1876	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	93.769	100	2.23e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1877	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	93.498	100	7.83e-141	489	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1878	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	94.099	99	5.27e-143	496	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu1879	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
